"Date","Time","Type","Reference No","Discription","Cash IN","Cash Out","UPI IN","UPI OUT","Running Cash Balance","Running UPI Balance","Total Available (Cash+UPI)","","","","","","","","","","","","","",""
"13.03.2026","22:08:00","Sale-UPI","","","","","1,728.00","","7,621.00","82,329.00","89,950.00","","","","","","","","","","","","","",""
"14.03.2026","10:06:00","Opening Balance","","","","","","","7,621.00","82,329.00","89,950.00","","","","","","","","","","","","","",""
"14.03.2026","12:15:00","Vendor Payment-Cash","FSL418606","GOURI SANKAR AGENCY","","2,188.00","","","5,433.00","82,329.00","87,762.00","","","","","","","","","","","","","",""
"14.03.2026","18:35:00","Vendor Payment-Cash","111","COOCH BEHAR BAZAAR (DIM, SUGAR)","","3,180.00","","","2,253.00","82,329.00","84,582.00","","","","","","","","","","","","","",""
"14.03.2026","22:02:00","Sale-Cash","","","5,839.00","","","","8,092.00","82,329.00","90,421.00","","","","","","","","","","","","","",""
"14.03.2026","22:02:00","Sale-UPI","","","","","2,909.00","","8,092.00","85,238.00","93,330.00","","","","","","","","","","","","","",""
"14.03.2026","22:02:00","Vendor Payment-Cash","","PLASTIC ","","2,316.00","","","5,776.00","85,238.00","91,014.00","","","","","","","","","","","","","",""
"14.03.2026","22:16:00","Expense","","SEALING MACHINE ","","300.00","","","5,476.00","85,238.00","90,714.00","","","","","","","","","","","","","",""
"15.03.2026","09:51:00","Opening Balance","","","","","","","5,476.00","85,238.00","90,714.00","","","","","","","","","","","","","",""
"15.03.2026","22:03:00","Sale-Cash","","","3,230.00","","","","8,706.00","85,238.00","93,944.00","","","","","","","","","","","","","",""
"15.03.2026","22:03:00","Sale-UPI","","","","","1,759.00","","8,706.00","86,997.00","95,703.00","","","","","","","","","","","","","",""
"16.03.2026","10:45:00","Opening Balance","","","","","","","8,706.00","86,997.00","95,703.00","","","","","","","","","","","","","",""
"16.03.2026","12:13:00","Vendor Payment-Cash","I/25-26/078751","GOURI SANKAR ASSOCIATES","","1,424.00","","","7,282.00","86,997.00","94,279.00","","","","","","","","","","","","","",""
"16.03.2026","12:36:00","Vendor Payment-Cash","A256004010","AALEKHYA  ASSOCIATES","","","","","7,282.00","86,997.00","94,279.00","","","","","","","","","","","","","",""
"16.03.2026","16:45:00","Vendor Payment-Cash","Tue Mar 01 4816 00:00:00 GMT+0530 (India Standard Time)","JOYGURU ENTERPRISE","","267.00","","","7,015.00","86,997.00","94,012.00","","","","","","","","","","","","","",""
"16.03.2026","22:07:00","Sale-Cash","","","2,843.00","","","","9,858.00","86,997.00","96,855.00","","","","","","","","","","","","","",""
"16.03.2026","22:07:00","Sale-UPI","","","","","1,727.00","","9,858.00","88,724.00","98,582.00","","","","","","","","","","","","","",""
"17.03.2026","13:18:00","Opening Balance","","","","","","","9,858.00","88,724.00","98,582.00","","","","","","","","","","","","","",""
"17.03.2026","13:18:00","Vendor Payment-Cash","GTE88742","SOYETA TRADING CO","","1,330.00","","","8,528.00","88,724.00","97,252.00","","","","","","","","","","","","","",""
"17.03.2026","17:04:00","Vendor Payment-Cash","2778","N.BISWAS & CHOWDHURY","","2,562.00","","","5,966.00","88,724.00","94,690.00","","","","","","","","","","","","","",""
"17.03.2026","22:03:00","Sale-Cash","","","3,045.00","","","","9,011.00","88,724.00","97,735.00","","","","","","","","","","","","","",""
"17.03.2026","22:03:00","Sale-UPI","","","","","3,941.00","","9,011.00","92,665.00","101,676.00","","","","","","","","","","","","","",""
"18.03.2026","10:57:00","Opening Balance","","","","","","","9,011.00","92,665.00","101,676.00","","","","","","","","","","","","","",""
"18.03.2026","14:09:00","Vendor Payment-Cash","R007999","APARNA ENTERPRISE","","746.00","","","8,265.00","92,665.00","100,930.00","","","","","","","","","","","","","",""
"18.03.2026","14:53:00","Vendor Payment-Cash","","PRAN","","1,066.00","","","7,199.00","92,665.00","99,864.00","","","","","","","","","","","","","",""
"18.03.2026","16:06:00","Vendor Payment-Cash","A003063","M/S BASAK ENTERPRISE","","4,131.00","","","3,068.00","92,665.00","95,733.00","","","","","","","","","","","","","",""
"18.03.2026","16:56:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR (LOTTE CHOCO)","","360.00","","","2,708.00","92,665.00","95,373.00","","","","","","","","","","","","","",""
"18.03.2026","22:10:00","Sale-Cash","","","3,393.00","","","","6,101.00","92,665.00","98,766.00","","","","","","","","","","","","","",""
"18.03.2026","22:10:00","Sale-UPI","","","","","1,518.00","","6,101.00","94,183.00","100,284.00","","","","","","","","","","","","","",""
"19.03.2026","15:33:00","Opening Balance","","","","","","","6,101.00","94,183.00","100,284.00","","","","","","","","","","","","","",""
"19.03.2026","22:02:00","Sale-Cash","","","4,515.00","","","","10,616.00","94,183.00","104,799.00","","","","","","","","","","","","","",""
"19.03.2026","22:02:00","Sale-UPI","","","","","1,234.00","","10,616.00","95,417.00","106,033.00","","","","","","","","","","","","","",""
"20.03.2026","13:54:00","Opening Balance","","","","","","","10,616.00","95,417.00","106,033.00","","","","","","","","","","","","","",""
"20.03.2026","13:54:00","Vendor Payment-Cash","28339","SAHA AGENCY","","1,542.00","","","9,074.00","95,417.00","104,491.00","","","","","","","","","","","","","",""
"20.03.2026","13:55:00","Vendor Payment-Cash","GTE93180","SOYETA TRADING CO","","694.00","","","8,380.00","95,417.00","103,797.00","","","","","","","","","","","","","",""
"20.03.2026","20:26:00","Sale-Cash","","","5,404.00","","","","13,784.00","95,417.00","109,201.00","","","","","","","","","","","","","",""
"20.03.2026","20:26:00","Sale-UPI","","","","","3,443.00","","13,784.00","98,860.00","112,644.00","","","","","","","","","","","","","",""
"22.03.2026","12:36:00","Opening Balance","","","","","","","13,784.00","98,860.00","112,644.00","","","","","","","","","","","","","",""
"22.03.2026","22:11:00","Sale-Cash","","","4,637.00","","","","18,421.00","98,860.00","117,281.00","","","","","","","","","","","","","",""
"22.03.2026","22:11:00","Sale-UPI","","","","","3,568.00","","18,421.00","102,428.00","120,849.00","","","","","","","","","","","","","",""
"23.03.2026","09:29:00","Opening Balance","","","","","","","18,421.00","102,428.00","120,849.00","","","","","","","","","","","","","",""
"23.03.2026","13:16:00","Vendor Payment-Cash","I/25-26/080512","GOURI SANKAR ASSOCIATES","","2,475.00","","","15,946.00","102,428.00","118,374.00","","","","","","","","","","","","","",""
"23.03.2026","13:18:00","Vendor Payment-Cash","A256004373","AALEKHYA ASSOCIATES","","969.00","","","14,977.00","102,428.00","117,405.00","","","","","","","","","","","","","",""
"23.03.2026","13:19:00","Vendor Payment-Cash","MKE/10877","MAA KAMAKHYA ENTERPRISE ","","875.00","","","14,102.00","102,428.00","116,530.00","","","","","","","","","","","","","",""
"23.03.2026","13:19:00","Expense","","COPY + KNIFE + SHAFNARE","","35.00","","","14,067.00","102,428.00","116,495.00","","","","","","","","","","","","","",""
"23.03.2026","18:41:00","Vendor Payment-Cash","25-26/SSA-10922","SANJAY SALES AGENCIES","","8,010.00","","","6,057.00","102,428.00","108,485.00","","","","","","","","","","","","","",""
"23.03.2026","18:43:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR  ( MURI)","","620.00","","","5,437.00","102,428.00","107,865.00","","","","","","","","","","","","","",""
"23.03.2026","18:44:00","Vendor Payment-Cash","","TOTO","","100.00","","","5,337.00","102,428.00","107,765.00","","","","","","","","","","","","","",""
"23.03.2026","22:01:00","Expense","","COVER FILE","","30.00","","","5,307.00","102,428.00","107,735.00","","","","","","","","","","","","","",""
"23.03.2026","22:02:00","Sale-Cash","","","2,910.00","","","","8,217.00","102,428.00","110,645.00","","","","","","","","","","","","","",""
"23.03.2026","22:02:00","Sale-UPI","","","","","2,123.00","","8,217.00","104,551.00","112,768.00","","","","","","","","","","","","","",""
"23.03.2026","22:12:00","Exchange","","21/03/2026 mistake 249 rechiv","","249.00","249.00","","7,968.00","104,800.00","112,768.00","","","","","","","","","","","","","",""
"24.03.2026","09:31:00","Opening Balance","","","","","","","7,968.00","104,800.00","112,768.00","","","","","","","","","","","","","",""
"24.03.2026","13:06:00","Vendor Payment-Cash","I/25-26/082244","GOURI SANKAR ASSOCIATES","","326.00","","","7,642.00","104,800.00","112,442.00","","","","","","","","","","","","","",""
"24.03.2026","15:10:00","Vendor Payment-Cash","GTE94442","SOYET TRADING CO","","1,300.00","","","6,342.00","104,800.00","111,142.00","","","","","","","","","","","","","",""
"24.03.2026","22:05:00","Expense","","GOOD NIGHT OIL","","83.00","","","6,259.00","104,800.00","111,059.00","","","","","","","","","","","","","",""
"24.03.2026","22:05:00","Sale-Cash","","","2,566.00","","","","8,825.00","104,800.00","113,625.00","","","","","","","","","","","","","",""
"24.03.2026","22:05:00","Sale-UPI","","","","","1,559.00","","8,825.00","106,359.00","115,184.00","","","","","","","","","","","","","",""
"25.03.2026","09:52:00","Opening Balance","","","","","","","8,825.00","106,359.00","115,184.00","","","","","","","","","","","","","",""
"25.03.2026","15:12:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR (SHAVES BLADE)","","240.00","","","8,585.00","106,359.00","114,944.00","","","","","","","","","","","","","",""
"25.03.2026","15:12:00","Expense","","CAP + FACE MASK+PLASTIC BAG","","440.00","","","8,145.00","106,359.00","114,504.00","","","","","","","","","","","","","",""
"25.03.2026","21:15:00","Vendor Payment-Cash","1336","COOCH BEHAR BAZAAR (WIPER,,POCHA)","","1,890.00","","","6,255.00","106,359.00","112,614.00","","","","","","","","","","","","","",""
"25.03.2026","22:04:00","Sale-Cash","","","3,740.00","","","","9,995.00","106,359.00","116,354.00","","","","","","","","","","","","","",""
"25.03.2026","22:04:00","Sale-UPI","","","","","2,032.00","","9,995.00","108,391.00","118,386.00","","","","","","","","","","","","","",""
"26.03.2026","13:59:00","Opening Balance","","","","","","","9,995.00","108,391.00","118,386.00","","","","","","","","","","","","","",""
"26.03.2026","16:58:00","Vendor Payment-Cash","32","COOCH BEHAR BAZAAR (GHEE,PICKLE,KASONDI)","","1,735.00","","","8,260.00","108,391.00","116,651.00","","","","","","","","","","","","","",""
"26.03.2026","16:58:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR ( OIL, DIM, ANMOL DREMLITE)","","3,285.00","","","4,975.00","108,391.00","113,366.00","","","","","","","","","","","","","",""
"26.03.2026","17:06:00","Vendor Payment-Cash","4726 /3","JOYGURU ENTERPRISE","","909.00","","","4,066.00","108,391.00","112,457.00","","","","","","","","","","","","","",""
"26.03.2026","18:30:00","Expense","","TOTO+CHERATY","","150.00","","","3,916.00","108,391.00","112,307.00","","","","","","","","","","","","","",""
"26.03.2026","22:01:00","Sale-Cash","","","3,901.00","","","","7,817.00","108,391.00","116,208.00","","","","","","","","","","","","","",""
"26.03.2026","22:01:00","Sale-UPI","","","","","4,155.00","","7,817.00","112,546.00","120,363.00","","","","","","","","","","","","","",""
"27.03.2026","10:59:00","Opening Balance","","","","","","","7,817.00","112,546.00","120,363.00","","","","","","","","","","","","","",""
"27.03.2026","15:15:00","Vendor Payment-Cash","NYD006111118","NYKAA SUPER STORE","","2,319.00","","","5,498.00","112,546.00","118,044.00","","","","","","","","","","","","","",""
"27.03.2026","18:16:00","Vendor Payment-Cash","499","SUTRADHAR EXPORT & IMPORT","","749.00","","","4,749.00","112,546.00","117,295.00","","","","","","","","","","","","","",""
"27.03.2026","21:59:00","Sale-Cash","","","2,966.00","","","","7,715.00","112,546.00","120,261.00","","","","","","","","","","","","","",""
"27.03.2026","09:57:00","Sale-UPI","","","","","2,417.00","","7,715.00","114,963.00","122,678.00","","","","","","","","","","","","","",""
"28.03.2026","10:49:00","Opening Balance","","","","","","","7,715.00","114,963.00","122,678.00","","","","","","","","","","","","","",""
"28.03.2026","10:50:00","Vendor Payment-Cash","501","SUTRADHAR EXPORT & IMPORT","","405.00","","","7,310.00","114,963.00","122,273.00","","","","","","","","","","","","","",""
"28.03.2026","12:14:00","Vendor Payment-Cash","FSL419381","GOURI SHANKAR AGENCY  ","","1,156.00","","","6,154.00","114,963.00","121,117.00","","","","","","","","","","","","","",""
"28.03.2026","14:05:00","Vendor Payment-Cash","25-26/SSA-11243","SANJAY SALES AGENCIES","","4,053.00","","","2,101.00","114,963.00","117,064.00","","","","","","","","","","","","","",""
"28.03.2026","22:04:00","Sale-Cash","","","5,143.00","","","","7,244.00","114,963.00","122,207.00","","","","","","","","","","","","","",""
"28.03.2026","22:04:00","Sale-UPI","","","","","2,470.00","","7,244.00","117,433.00","124,677.00","","","","","","","","","","","","","",""
"28.03.2026","22:12:00","Expense","","CHERITY","","20.00","","","7,224.00","117,433.00","124,657.00","","","","","","","","","","","","","",""
"29.03.2026","09:29:00","Opening Balance","","","","","","","7,224.00","117,433.00","124,657.00","","","","","","","","","","","","","",""
"29.03.2026","22:24:00","Sale-Cash","","","4,639.00","","","","11,863.00","117,433.00","129,296.00","","","","","","","","","","","","","",""
"29.03.2026","22:24:00","Sale-UPI","","","","","1,849.00","","11,863.00","119,282.00","131,145.00","","","","","","","","","","","","","",""
"30.03.2026","09:33:00","Opening Balance","","","","","","","11,863.00","119,282.00","131,145.00","","","","","","","","","","","","","",""
"30.03.2026","09:33:00","Expense","","SANDAL INCENSE STICKS","","65.00","","","11,798.00","119,282.00","131,080.00","","","","","","","","","","","","","",""
"30.03.2026","09:47:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR  (AMUL DAHI,PANEER)","","1,031.00","","","10,767.00","119,282.00","130,049.00","","","","","","","","","","","","","",""
"30.03.2026","12:35:00","Vendor Payment-Cash","A256004700","AALEKHYA ASSOCIATES","","1,369.00","","","9,398.00","119,282.00","128,680.00","","","","","","","","","","","","","",""
"30.03.2026","12:36:00","Vendor Payment-Cash","FSL420868","GOURI SHANKAR AGENCY","","1,180.00","","","8,218.00","119,282.00","127,500.00","","","","","","","","","","","","","",""
"30.03.2026","14:01:00","Vendor Payment-Cash","I/25-26/083484","GOURI SHANKAR ASSOCIATES","","853.00","","","7,365.00","119,282.00","126,647.00","","","","","","","","","","","","","",""
"30.03.2026","16:12:00","Expense","","CHARITY","","10.00","","","7,355.00","119,282.00","126,637.00","","","","","","","","","","","","","",""
"30.03.2026","16:45:00","Vendor Payment-Cash","63","PRAN","","474.00","","","6,881.00","119,282.00","126,163.00","","","","","","","","","","","","","",""
"30.03.2026","22:09:00","Expense","","PETROL+ CHARITY","","60.00","","","6,821.00","119,282.00","126,103.00","","","","","","","","","","","","","",""
"30.03.2026","22:10:00","Sale-Cash","","","2,703.00","","","","9,524.00","119,282.00","128,806.00","","","","","","","","","","","","","",""
"30.03.2026","22:10:00","Sale-UPI","","","","","4,150.00","","9,524.00","123,432.00","132,956.00","","","","","","","","","","","","","",""
"31.03.2026","09:54:00","Opening Balance","","","","","","","9,524.00","123,432.00","132,956.00","","","","","","","","","","","","","",""
"31.03.2026","12:12:00","Vendor Payment-Cash","I/25-26/083720","GOURI SANKAR ASSOCIATES","","560.00","","","8,964.00","123,432.00","132,396.00","","","","","","","","","","","","","",""
"31.03.2026","15:14:00","Vendor Payment-Cash","GTE96622","SOYETA TRADING CO","","1,771.00","","","7,193.00","123,432.00","130,625.00","","","","","","","","","","","","","",""
"31.03.2026","18:10:00","Vendor Payment-Cash","A256005005","AALEKHYA ASSOCIATES","","650.00","","","6,543.00","123,432.00","129,975.00","","","","","","","","","","","","","",""
"31.03.2026","20:07:00","Vendor Payment-Cash","16388","PAUL& SONS","","1,440.00","","","5,103.00","123,432.00","128,535.00","","","","","","","","","","","","","",""
"31.03.2026","20:12:00","Vendor Payment-Cash","25-26/CV-1228","SANJAY SALES AGENCIES","","2,550.00","","","2,553.00","123,432.00","125,985.00","","","","","","","","","","","","","",""
"31.03.2026","21:39:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR (NAKUL DANA ,BATASHA,COCO NUT OIL) ","","775.00","","","1,778.00","123,432.00","125,210.00","","","","","","","","","","","","","",""
"31.03.2026","21:39:00","Expense","","TOTO + CHARITY","","120.00","","","1,658.00","123,432.00","125,090.00","","","","","","","","","","","","","",""
"31.03.2026","22:03:00","Sale-Cash","","","7,348.00","","","","9,006.00","123,432.00","132,438.00","","","","","","","","","","","","","",""
"31.03.2026","22:03:00","Sale-UPI","","","","","2,287.00","","9,006.00","125,719.00","134,725.00","","","","","","","","","","","","","",""
"31.03.2026","22:04:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR (OIL)","","5,540.00","","","3,466.00","125,719.00","129,185.00","","","","","","","","","","","","","",""
"01.04.2026","11:46:00","Opening Balance","","","","","","","3,466.00","125,719.00","129,185.00","","","","","","","","","","","","","",""
"01.04.2026","22:12:00","Sale-Cash","","","5,377.00","","","","8,843.00","125,719.00","134,562.00","","","","","","","","","","","","","",""
"01.04.2026","22:12:00","Sale-UPI","","","","","1,948.00","","8,843.00","127,667.00","136,510.00","","","","","","","","","","","","","",""
"02.04.2026","13:43:00","Opening Balance","","","","","","","8,843.00","127,667.00","136,510.00","","","","","","","","","","","","","",""
"02.04.2026","21:51:00","Vendor Payment-Cash","48","COOCH BEHAR BAZAAR (KELLOGG`S)","","2,401.00","","","6,442.00","127,667.00","134,109.00","","","","","","","","","","","","","",""
"02.04.2026","21:52:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR (DASBIN PLASTIC)","","240.00","","","6,202.00","127,667.00","133,869.00","","","","","","","","","","","","","",""
"02.04.2026","21:52:00","Expense","","PLASTIC BAGS + DASBIN PLASTIC ","","640.00","","","5,562.00","127,667.00","133,229.00","","","","","","","","","","","","","",""
"02.04.2026","21:53:00","Expense","","TOTO + CHARITY","","100.00","","","5,462.00","127,667.00","133,129.00","","","","","","","","","","","","","",""
"02.04.2026","22:18:00","Sale-Cash","","","4,569.00","","","","10,031.00","127,667.00","137,698.00","","","","","","","","","","","","","",""
"02.04.2026","22:18:00","Sale-UPI","","","","","4,496.00","","10,031.00","132,163.00","142,194.00","","","","","","","","","","","","","",""
"03.04.2026","00:45:00","Bank Transfer","","Upi Balance Date 28 Jan - 4th Feb","","","42,287.00","","10,031.00","174,450.00","184,481.00","","","","","","","","","","","","","",""
"03.04.2026","00:45:00","Bank Transfer","","","","","","","10,031.00","174,450.00","184,481.00","","","","","","","","","","","","","",""
"02.04.2026","09:27:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR  ( RICE) ","","","","","10,031.00","174,450.00","184,481.00","","","","","","","","","","","","","",""
"03.04.2026","14:29:00","Vendor Payment-Cash","GTE97330","SOYETA TRADING ","","815.00","","","9,216.00","174,450.00","183,666.00","","","","","","","","","","","","","",""
"03.04.2026","17:57:00","Expense","","DUSTER + CHARITY","","80.00","","","9,136.00","174,450.00","183,586.00","","","","","","","","","","","","","",""
"03.04.2026","18:30:00","Vendor Payment-Cash","519","SUTRADHAR EXPORT & IMPORT","","699.00","","","8,437.00","174,450.00","182,887.00","","","","","","","","","","","","","",""
"03.04.2026","22:23:00","Sale-Cash","","","4,932.00","","","","13,369.00","174,450.00","187,819.00","","","","","","","","","","","","","",""
"03.04.2026","22:23:00","Sale-UPI","","","","","2,526.00","","13,369.00","176,976.00","190,345.00","","","","","","","","","","","","","",""
"03.04.2026","22:24:00","Closing Balance","","","","","","","13,369.00","176,976.00","190,345.00","","","","","","","","","","","","","",""
"04.04.2026","09:27:00","Opening Balance","","","","","","","13,369.00","176,976.00","190,345.00","","","","","","","","","","","","","",""
"04.04.2026","10:57:00","Expense",""," LIZOL + SURF EXCEL","","155.00","","","13,214.00","176,976.00","190,190.00","","","","","","","","","","","","","",""
"04.04.2026","12:12:00","Vendor Payment-Cash","592","SUTRADHAR EXPORT & IMPORT","","235.00","","","12,979.00","176,976.00","189,955.00","","","","","","","","","","","","","",""
"04.04.2026","22:13:00","Vendor Payment-Cash","26-27/SSA-141","SANJAY SALES AGENCIES","0.00","1,492.00","","","11,487.00","176,976.00","188,463.00","","","","","","","","","","","","","",""
"04.04.2026","22:15:00","Vendor Payment-Cash","26-27/SSA-142","SANJAY SALES AGENCIES","","1,053.00","","","10,434.00","176,976.00","187,410.00","","","","","","","","","","","","","",""
"04.04.2026","22:18:00","Sale-Cash","","","4,185.00","","","","14,619.00","176,976.00","191,595.00","","","","","","","","","","","","","",""
"04.04.2026","22:18:00","Sale-UPI","","","","","2,291.00","","14,619.00","179,267.00","193,886.00","","","","","","","","","","","","","",""
"04.04.2026","22:21:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR (MURI, DIM)","","940.00","","","13,679.00","179,267.00","192,946.00","","","","","","","","","","","","","",""
"05.04.2026","10:42:00","Opening Balance","","","","","","","13,679.00","179,267.00","192,946.00","","","","","","","","","","","","","",""
"05.04.2026","22:04:00","Expense","","CHARITY","","10.00","","","13,669.00","179,267.00","192,936.00","","","","","","","","","","","","","",""
"05.04.2026","22:05:00","Sale-Cash","","","5,770.00","","","","19,439.00","179,267.00","198,706.00","","","","","","","","","","","","","",""
"05.04.2026","22:05:00","Sale-UPI","","","","","1,915.00","","19,439.00","181,182.00","200,621.00","","","","","","","","","","","","","",""
"06.04.2026","12:22:00","Opening Balance","","","","","","","19,439.00","181,182.00","200,621.00","","","","","","","","","","","","","",""
"06.04.2026","15:39:00","Vendor Payment-Cash","6/26","JOYGURU ENTERPRISE","","1,295.00","","","18,144.00","181,182.00","199,326.00","","","","","","","","","","","","","",""
"06.04.2026","22:08:00","Expense","","CHARITY","","10.00","","","18,134.00","181,182.00","199,316.00","","","","","","","","","","","","","",""
"06.04.2026","22:08:00","Sale-Cash","","","6,798.00","","","","24,932.00","181,182.00","206,114.00","","","","","","","","","","","","","",""
"06.04.2026","22:08:00","Sale-UPI","","","","","4,395.00","","24,932.00","185,577.00","210,509.00","","","","","","","","","","","","","",""
"07.04.2026","09:36:00","Opening Balance","","","","","","","24,932.00","185,577.00","210,509.00","","","","","","","","","","","","","",""
"07.04.2026","09:53:00","Vendor Payment-Cash","","P G ENTERPRISE ","","204.00","","","24,728.00","185,577.00","210,305.00","","","","","","","","","","","","","",""
"07.04.2026","13:23:00","Vendor Payment-Cash","38","N BISWAS & CHOWDHURY","","3,682.00","","","21,046.00","185,577.00","206,623.00","","","","","","","","","","","","","",""
"07.04.2026","14:01:00","Vendor Payment-Cash","GTE98811","SOYETA TRADING CO","","901.00","","","20,145.00","185,577.00","205,722.00","","","","","","","","","","","","","",""
"07.04.2026","14:12:00","Vendor Payment-Cash","GTE98803","SOYETA TRADING CO","","978.00","","","19,167.00","185,577.00","204,744.00","","","","","","","","","","","","","",""
"07.04.2026","14:31:00","Vendor Payment-Cash","50","COOCH BEHAR BAZAAR","","1,260.00","","","17,907.00","185,577.00","203,484.00","","","","","","","","","","","","","",""
"07.04.2026","20:28:00","Vendor Payment-Cash","SIT-62","AMRITA SALES AGENCY","","2,742.00","","","15,165.00","185,577.00","200,742.00","","","","","","","","","","","","","",""
"07.04.2026","22:10:00","Expense","","CHARITY","","10.00","","","15,155.00","185,577.00","200,732.00","","","","","","","","","","","","","",""
"07.04.2026","22:10:00","Sale-Cash","","","4,591.00","","","","19,746.00","185,577.00","205,323.00","","","","","","","","","","","","","",""
"07.04.2026","22:10:00","Sale-UPI","","","","","3,728.00","","19,746.00","189,305.00","209,051.00","","","","","","","","","","","","","",""
"08.04.2026","08:42:00","Opening Balance","","","","","","","19,746.00","189,305.00","209,051.00","","","","","","","","","","","","","",""
"08.04.2026","17:52:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR","","905.00","","","18,841.00","189,305.00","208,146.00","","","","","","","","","","","","","",""
"08.04.2026","17:52:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR","","1,485.00","","","17,356.00","189,305.00","206,661.00","","","","","","","","","","","","","",""
"08.04.2026","17:52:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR","","3,640.00","","","13,716.00","189,305.00","203,021.00","","","","","","","","","","","","","",""
"08.04.2026","17:53:00","Vendor Payment-Cash","26-27/SSA-256","SANJAY SALES AGENCIES","","1,975.00","","","11,741.00","189,305.00","201,046.00","","","","","","","","","","","","","",""
"08.04.2026","17:54:00","Vendor Payment-Cash","599","SUTRADHAR EXPORT&IMPORT","","235.00","","","11,506.00","189,305.00","200,811.00","","","","","","","","","","","","","",""
"08.04.2026","19:10:00","Vendor Payment-Cash","577","P G ENTERPRISE","","429.00","","","11,077.00","189,305.00","200,382.00","","","","","","","","","","","","","",""
"08.04.2026","20:04:00","Expense","","TOTO+ CHARITTY ","","110.00","","","10,967.00","189,305.00","200,272.00","","","","","","","","","","","","","",""
"08.04.2026","22:10:00","Sale-Cash","","","2,068.00","","","","13,035.00","189,305.00","202,340.00","","","","","","","","","","","","","",""
"08.04.2026","22:10:00","Sale-UPI","","","","","5,226.00","","13,035.00","194,531.00","207,566.00","","","","","","","","","","","","","",""
"09.04.2026","17:23:00","Opening Balance","","","","","","","13,035.00","194,531.00","207,566.00","","","","","","","","","","","","","",""
"09.04.2026","17:23:00","Vendor Payment-Cash","I.B/26-27/544","NEW ICE BAR","","2,306.00","","","10,729.00","194,531.00","205,260.00","","","","","","","","","","","","","",""
"09.04.2026","22:16:00","Sale-Cash","","","6,108.00","","","","16,837.00","194,531.00","211,368.00","","","","","","","","","","","","","",""
"09.04.2026","22:16:00","Sale-UPI","","","","","2,863.00","","16,837.00","197,394.00","214,231.00","","","","","","","","","","","","","",""
"10.04.2026","12:05:00","Opening Balance","","","","","","","16,837.00","197,394.00","214,231.00","","","","","","","","","","","","","",""
"10.04.2026","14:58:00","Vendor Payment-Cash","30272","SAHA AGENCY","","5,390.00","","","11,447.00","197,394.00","208,841.00","","","","","","","","","","","","","",""
"10.04.2026","15:53:00","Vendor Payment-Cash","","BARNWAL AGENCY","","3,353.00","","","8,094.00","197,394.00","205,488.00","","","","","","","","","","","","","",""
"10.04.2026","16:28:00","Vendor Payment-Cash","","COOCH BEHAR BAZAAR (OIL)","","4,320.00","","","3,774.00","197,394.00","201,168.00","","","","","","","","","","","","","",""
"10.04.2026","22:26:00","Expense"," ","TOTO + CHARITY","","100.00","","","3,674.00","197,394.00","201,068.00","","","","","","","","","","","","","",""
"10.04.2026","22:27:00","Sale-Cash","","","5,295.00","","","","8,969.00","197,394.00","206,363.00","","","","","","","","","","","","","",""
"10.04.2026","22:27:00","Sale-UPI","","","","","4,724.00","","8,969.00","202,118.00","211,087.00","","","","","","","","","","","","","",""
"11.04.2026","09:37:00","Opening Balance","","","","","","","8,969.00","202,118.00","211,087.00","","","","","","","","","","","","","",""
"11.04.2026","12:20:00","Vendor Payment-Cash","HALL/226-27/00085","GOURI SANKAR AGENCY","","2,425.00","","","6,544.00","202,118.00","208,662.00","","","","","","","","","","","","","",""
"11.04.2026","15:06:00","Expense","","PEN","","10.00","","","6,534.00","202,118.00","208,652.00","","","","","","","","","","","","","",""
"11.04.2026","15:44:00","Vendor Payment-Cash","771","P.G.ENTERPRISE","","654.00","","","5,880.00","202,118.00","207,998.00","","","","","","","","","","","","","",""
"11.04.2026","22:20:00","Sale-Cash","","","3,513.00","","","","9,393.00","202,118.00","211,511.00","","","","","","","","","","","","","",""
"11.04.2026","22:20:00","Sale-UPI","","","","","1,199.00","","9,393.00","203,317.00","212,710.00","","","","","","","","","","","","","",""
"11.04.2026","22:20:00","Vendor Payment-Cash","P/2627/SI/98","PAL SALES AGENCY","","3,046.00","","","6,347.00","203,317.00","209,664.00","","","","","","","","","","","","","",""
"12.04.2026","09:43:00","Opening Balance","","","","","","","6,347.00","203,317.00","209,664.00","","","","","","","","","","","","","",""
"12.04.2026","13:36:00","Expense","","CHARITY ","","10.00","","","6,337.00","203,317.00","209,654.00","","","","","","","","","","","","","",""
"12.04.2026","22:19:00","Sale-Cash","","","6,129.00","","","","12,466.00","203,317.00","215,783.00","","","","","","","","","","","","","",""
